Supplier,Model Number,Product Name,Category,Specifications,Communitcation protocol,Power Source,Country,Image,Price,MOQ,Catalogue,Packing,Status,DESIGNATION FR,REF HEYZACK,Drive Link,Lead Time
Wenhui,HomekitWFGU10,,Smart Light,"Homekit Mfi certification Scan the code to add the device Homekit+Cozylife APP Power: 5W 450LM Size: 45*57mm Voltage 85-265V Working temperature: -25℃ to 45℃ Connector: GU10 Ra:80 PF:0.5290 Support Amazon, Google, Xiaodu and other major smart speakers",Zigbee?,AC 85-265V,,,"US$5,00
",1000,,,To be ordered,,,HomekitWFGU10.png,
Wenhui,,Zigbee door sensor,Smart Sensor,Product name: Zigbee door and window sensor Wireless protocol: Zigbee 3.0 Working voltage: 3V Sensing distance: ≥15mm Standby current: ≤4uA Battery type: CR2032 Standby time: ≥12 months Working temperature: -10～55℃ Working humidity: 0%～99%RH Wireless distance: ≥100 meters (open distance) Installation: 3M adhesive Product net weight: 25g Product size: 50×25×11mm 30×15×10mm,Zigbee,CR2032 Battery,,,"US$3,50
",1000,,,,,,,
Wenhui,,Zigbee light & door and window sensor (two in one) (Zigbee door sensor +LUX),Smart Sensor,Product name: Zigbee light & door and window sensor Wireless protocol: Zigbee 3.0 Sensing distance: ≥15mm Working voltage: 3V Standby current: ≤23uA Battery type: CR~2032 Light range: 0 10000LUX Accuracy: 50LUX Standby time: ≥12 months Working temperature: -10～55℃ Working humidity: 0%～99%RH Wireless distance: ≥100 meters (open distance) Installation: 3M adhesive Product weight: 25g Product size: 50×25×11mm 30×15×10mm,Zigbee,CR2032 Battery,,,"US$4,00",1000,,,To be ordered,,,,
Wenhui,,"Zigbee human presence sensor (2 in 1, with bracket) (24 GHZ or 5.8 GHZ millimeter wave module optional)",Smart Sensor,Product name: Human presence detector Wireless protocol: Zigbee3.0/tuya WiFi (optional) Millimeter wave module: 24GHZ/5.8GHZ Optional temperature range: -10～55℃ Humidity range: 0%～99%RH Working voltage: DC5~V/1A (adapter power supply) Light detection value: 0 ~3000 LUX Static detection distance 0~6 meters Motion detection distance 0 10 meters Sensing angle: >90 degrees Wireless distance: ≥100 meters (open distance) Product net weight: 27g Product size: 72×32×38mm,Zigbee3.0  Wifi,,,,"US$6,50",1000,,,Not selected,,,,
Wenhui,,Zigbee human presence sensor (2 in 1) (24 GHz or 5.8 GHz optional),Smart Sensor,Product name: Human presence detector Wireless protocol: Zigbee3.0 /tuya WiFi (optional) Millimeter wave module: 5.8GHZ Temperature range: -10～55℃ Humidity range: 0%～99%RH Working voltage: DC5~V/1A (adapter power supply) Light detection value: 0 ~3000 LUX Static detection distance 0~6 meters Motion detection distance 0 10 meters Sensing angle: >90 degrees Wireless distance: ≥100 meters (open distance) Product net weight: 27g Product size: 60×60×12mm,Zigbee3.0,,,,"US$6,50",1000,,,,,,,
Wenhui,,"Zigbee millimeter wave human presence sensor (2 in 1, ceiling mounted) 24g (Zigbee human presence sensor AC 100-250V)",Smart Sensor,Product name: Human presence detector Wireless protocol: Zigbee3.0 Millimeter wave module: 24GHZ/5.8GHZ Optional temperature range: -10～55℃ Humidity range: 0%～~99%RH Working voltage: AC8~5 250V Light detection value: 0 ~3000 LUX Static detection distance 0~6 meters Motion detection distance 0 10 meters Sensing angle: >90 degrees Wireless distance: ≥100 meters (open distance) Product net weight: 27g Product size: 60×60×38mm,Zigbee3.0,,,,"US$9,50",1000,,,To be ordered,,,,
Wenhui,,"Zigbee human presence sensor 24GHz +PIR+LUX,On Battery",Smart Sensor,Product name: Zigbee light + human motion sensor Wireless protocol: Zigbee 3.0 mmWave module: 24GHZ Sensing range: ≥135 ° Sensing distance: ≥10m Standby current: ≤30uA Working voltage: 3V Battery type: AA~A x2 Light range: 0 4000LUX Accuracy: 50LUX Standby time: ≥6 months Working temperature: -10～55℃ Working humidity: 0%～99%RH Wireless distance: ≥100 meters (open distance) Installation: 3M adhesive Product net weight: 22g Product size 72×32×18mm,Zigbee,,,,"US$11,50",1000,,,To be ordered,,,,
Wenhui,,Zigbee Motion detection Sensor PIR+LUX,Smart Sensor,Product name: Zigbee light + human motion sensor Wireless protocol: Zigbee 3.0 Sensing range: ≥135 ° Sensing distance: ≥10m Standby current: ≤12uA Working voltage: 3V Battery type: AA~A x2 Light range: 0 4000LUX Accuracy: 50LUX Standby time: ≥24 months Working temperature: -10～55℃ Working humidity: 0%～99%RH Wireless distance: ≥100 meters (open distance) Installation: 3M adhesive Product net weight: 22g Product size 72×32×18mm,Zigbee,,,,"US$5,00
",1000,,,,,,,
Wenhui,,Zigbee vibration sensor,Smart Sensor,Product name: Zigbee motion and static sensor Wireless protocol: Zigbee 3.0 Standby current: ≤5uA Working voltage: 3V Material: PC+ABS Battery type: CR2450 Standby time: ≥12 months Working temperature: -10～55℃ Working humidity: 0%～99%RH Wireless distance: ≥100 meters (open distance) Installation: 3M adhesive tape/place at will Product net weight: 18g Product size: Φ40×13mm,Zigbee,,,,"US$5,00
",1000,,,,,,,
Wenhui,,Zigbee Gas Sensor,Smart Sensor,"Product name: Zigbee gas alarm Wireless protocol: Zigbee 3.0 Detected gas: liquefied gas, natural gas Alarm concentration: 8%LEL methane (natural gas) Concentration error: ±3%LEL Alarm mode: Sound and light alarm, mobile phone push Built-in siren: ≥80dB Material: PC+ABS Power input: DC 5V/1A Working temperature: -10～55℃ Working humidity: 0%～99%RH Wireless distance: ≥100 meters (open distance) Installation: 3M adhesive/screw fixing Product net weight: 68g Product size: Φ85×27mm",Zigbee,,,,"US$9,80",1000,,,,,,,
Wenhui,,Zigbee smoke alarm,Smart Sensor,"APP name: Smart Life/Tuya Smart Zigbee standard: Zigbee 3.0 Alarm mode: sound alarm, mobile phone notification Built-in siren: ≥80dB Material: PC+ABS Power input: DC 3V/1A Working temperature: -10~55℃ Working humidity: 0%~99%RH Wireless distance: ≥50 meters (open distance) Installation: 3M adhesive/screw fixation",Zigbee3.0,,,,"US$6,50",1000,,,,,,,
Wenhui,,SmartWater Valve Controller,Smart Electrical Products,"Power supply voltage: 12V/1A
Communication technology: WIFI, Zigbee
Communication frequency: 2.4G
Product specifications:
Product packaging size: 130*120*90mm
Product weight: 530G
Outer box packaging:
20 sets per box.
Gross weight: 11.5 KG
Outer box size: 47 x27.5x25.5 cm",Zigbee,,,,"US$8,80 ",1000,,,To be ordered,,,,
Wenhui,WHCS9,Tuya Bluetooth Password Lock,Door Lock,App remote password/Bluetooth/swipe card/mechanical key Standard lock body: single/limited time/cycle/permanent/custom password unlocking,,,,,"$18,06 ",1000,,,To be ordered,,,WHCS9.png,
Wenhui,BLUETOOH,High-end modified version of smart lock cylinder,Door Lock,"Password, card, key, graffiti remote unlocking. Can be installed on doors below 60MM thick",,,,,"$47,92 ",1000,,,To be ordered,,,High-end modified version of smart lock cylinder.png,
Wenhui,Equipped with Tuya WIFI and lock body,S-09 Broken Bridge Aluminum,Door Lock,App remote password/Bluetooth/WiFi/card swipe/mechanical key Standard lock body: single/limited time/cycle/permanent/custom password unlocking,,,,,"$49,31 ",1000,,,evaluation,,,,
Wenhui,Equipped with Tuya WIFI ,S-05 One-grip opening (with screen),Door Lock,App remote password/Bluetooth/WiFi/card swipe/mechanical key Standard lock body: single/limited time/cycle/permanent/custom password unlocking,,,,,"$25,69 ",1000,,,evaluation,,,,
Wenhui, Tuya Active Intercom,M03 Face Lock,Door Lock,App remote password/Bluetooth/WiFi/card swipe/mechanical key Standard lock body: single/limited time/cycle/permanent/custom password unlocking,,,,,"$62,50 ",1000,,,evaluation,,,,
Wenhui,Tuya Active Intercom,M16 Carved Lock,Door Lock,App remote password/Bluetooth/WiFi/card swipe/mechanical key Standard lock body: single/limited time/cycle/permanent/custom password unlocking,,,,,"$66,67 ",1000,,,evaluation,,,,
Wenhui, Tuya Active Intercom,M12 Face Lock,Door Lock,App remote password/Bluetooth/WiFi/card swipe/mechanical key Standard lock body: single/limited time/cycle/permanent/custom password unlocking,,,,,"$48,61 ",1000,,,evaluation,,,,
Wenhui,,Curtain robot,Garage/Window/Curtain Motor,"Control method: Tuya app/remote control 
Product size: 167*43*37. 5 MM
Motor voltage: 10V Power : 4W
Voltage/ current : 5V/ 2A
Port : Type C
Standby power consumption: 25mA
Communi cation method: RF
Power supply method: 5V/ 2A
Speed: 3. 6CM/ S
track: blinds and roll er 
shutters Material : ABS+PC
Size: 210*168*72mm, 0. 62kg/ box 20 pi eces/ canton,
size: 43. 2*41*40. 5cm
Carton gross weight : 13. 4kg",Zigbee,5V/2A,,,"$23,0",1000,,,To be ordered,,,Curtain robot.png,
Wenhui,,Roman pole single open LY-1668-1,Garage/Window/Curtain Motor,"Control mode: Tuya App/Remote 
Control size: 112.6*80.4*53mm * 2PCs
Voltage: 10V 
power: 4W * 1PCs
Charging Current: 5V/1A 
Charging Port: Type C 
Power Consumption: 180UA
Communication: Bluetooth/wifi 
battery: Built-in 4000mA lithium battery 
speed: 10 seconds/meter
Operation Time:>6 months 
Control distance: 20 meters
Application Track: Non Roman Rod Track with Hook 
Material: ABS + PC
Packing: 1 piece/box, 
size: 210*168*72mm,0.68 kg/box
20 pieces/carton, 
size: 43.2*41*40.5cm 
carton Gross weight: 14.6kg",Zigbee+RF,5V/1A 4000mA Lithium battery,,,"$26,5",1000,,,To be ordered,,,,
Wenhui,,"Single opening T/U
LY-1668-3",Garage/Window/Curtain Motor,"Control mode: Tuya App/Remote 
Control size: 112.6*80.4*53mm * 2PCs
Voltage: 10V 
power: 4W * 1PCs
Charging Current: 5V/1A 
Charging Port: Type C 
Power Consumption: 180UA
Communication: Bluetooth/wifi 
battery: Built-in 4000mA lithium battery 
speed: 10 seconds/meter
Operation Time:>6 months 
Control distance: 20 meters
Application Track: T/U Rod Track with Hook Material: ABS + PC
Packing: 1 piece/box, 
size: 210*168*72mm,0.68 kg/box
20 pieces/carton, 
size: 43.2*41*40.5cm 
carton Gross weight: 14.6kg",Zigbee,5V/1A 4000mA Lithium battery,,,"$26,0",1000,,,To be ordered,,,,
Wenhui,,Curtain motor ZigBee 4m set,Garage/Window/Curtain Motor,"Control method: Tuya App/remote control Product size: 167*43*37.5 MM Motor voltage: 10V
Power: 4W
Charging current: 5V/1A Charging port: Type C Standby power consumption: 180UA
Communication method: Zigbee Battery: built-in lithium battery Speed: 4CM/S 4 4",Zigbee,5V/1A 4000mA Lithium battery,,,"$40,3",1000,,,To be ordered,,,curtain-motor-zigbee-4mset.png,
